corridor,variant,co2_t_gc,co2_t_sea,days_gc,days_sea,distance_nm_gc,distance_nm_sea,fuel_t_gc,fuel_t_sea
CAPE,VAR1,14.721774117983465,15.529230374275688,43.15086620195814,45.517594328606805,14498.691043857934,15293.911694411885,4.727608901086533,4.986907634642161
CAPE,VAR2,14.447819306538609,15.500576169412208,42.34787959726631,45.433606233810735,14228.887544681478,15265.691694560406,4.639633688676496,4.9777058989763034
CAPE,VAR3,14.695600573064896,15.310994625169194,43.07414914830952,44.87792539097006,14472.914113832001,15078.982931365941,4.719203780688791,4.91682550583468
NSR,VAR1,8.0801799116813,9.249313379747598,23.683746229389158,27.11058333804535,7105.123868816748,8133.175001413605,2.5947912368918757,2.9702355105162486
NSR,VAR2,8.299432107662177,9.59901026515469,24.326394465765727,28.1355768879063,7297.918339729717,8440.67306637189,2.665199777669293,3.082533803839014
NSR,VAR3,8.075353905987713,11.067890901440073,23.669600765377485,32.441000357593374,7100.880229613246,9732.300107278012,2.593241459854757,3.5542359991779295
SUEZ,VAR1,10.536760077916785,11.126498435670706,30.884207343523645,32.61278439990682,10747.70415554623,11349.248971167573,3.3836737565564503,3.5730566588537913
SUEZ,VAR2,10.474130033049008,11.50704255129284,30.70063295468617,33.72819400241487,10683.820268230787,11737.411512840374,3.3635613465154166,3.6952609349045726
SUEZ,VAR3,10.669626499650139,12.020674173684503,31.27365097586041,35.233695257718274,10883.230539599423,12261.325949685961,3.4263412009152665,3.8602036524356143
